id_student ,gender ,highest_education   ,imd_band            ,age_band            ,num_of_prev_attempts ,studied_credits     ,disability ,final_result        ,avrage_assessment   ,number_of_assessments_taken ,date_registration   ,date_unregistration    ,total_click_count   ,total_click_sum       ,total_click_average    ,code_presentation_2013J ,code_presentation_2014B ,code_presentation_2014J ,region_East Midlands Region ,region_Ireland ,region_London Region ,region_North Region ,region_North Western Region ,region_Scotland ,region_South East Region ,region_South Region ,region_South West Region ,region_Wales ,region_West Midlands Region ,region_Yorkshire Region ,code_module_y_BBB ,code_module_y_CCC ,code_module_y_DDD ,code_module_y_EEE ,code_module_y_FFF ,code_module_y_GGG ,persona
   1621041 ,     1 ,-0.9863027023686698 ,0.3346518877089265  ,-0.6411854273388095 ,-0.340223760917696   ,-0.481075635427032  ,         0 ,-1.254538213987033  ,1.0816183527287817  ,-1.1337046563968411         ,-2.5083342467624328 ,2.339741367231989      ,0.1686199592162603  ,0.1506908218494808    ,0.393134287499589      ,                    1.0 ,                    0.0 ,                    0.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         1.0 ,                        0.0 ,                    0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              1.0 ,              0.0 ,Struggling (High Priority)
   2510414 ,     1 ,-0.9863027023686698 ,                    ,1.5595630705885342  ,-0.340223760917696   ,-0.481075635427032  ,         0 ,-0.2534814640365025 ,-1.1151901138869549 ,0.8843107606705659          ,-1.2094175220358403 ,3.0708446177076863e-16 ,-0.8475451697308158 ,-0.7464019438686581   ,-0.64535412351946      ,                    1.0 ,                    0.0 ,                    0.0 ,                        0.0 ,           0.0 ,                 1.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Disengaged (High Risk)
   1937822 ,     0 ,1.681794071362671   ,-1.4154472302173828 ,1.5595630705885342  ,-0.340223760917696   ,-0.481075635427032  ,         0 ,1.748632035864558   ,0.8877317346380384  ,-0.6292008021299894         ,0.3330460885769878  ,3.0708446177076863e-16 ,1.078652285806642   ,0.7924925330092422    ,0.1511395855610111     ,                    0.0 ,                    0.0 ,                    1.0 ,                        0.0 ,           0.0 ,                 0.0 ,                1.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Star Student
    612517 ,     0 ,0.3477456844970005  ,                    ,-0.6411854273388095 ,-0.340223760917696   ,-0.481075635427032  ,         0 ,0.7475752859140278  ,-0.5309508367576431 ,-0.6292008021299894         ,1.083982320059549   ,3.0708446177076863e-16 ,-0.955936116818504  ,-0.8117564538356028   ,-0.9541925956662396    ,                    1.0 ,                    0.0 ,                    0.0 ,                        0.0 ,           1.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Ghost Achiever
    529991 ,     1 ,-0.9863027023686698 ,1.2097014466720812  ,1.5595630705885342  ,7.997304840278144    ,-0.481075635427032  ,         0 ,0.7475752859140278  ,-0.7478910466335663 ,4.163585813405103           ,1.266642484474226   ,3.0708446177076863e-16 ,1.9344891388531795  ,2.0990721502390186    ,0.999371528608269      ,                    0.0 ,                    0.0 ,                    1.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                1.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              1.0 ,              0.0 ,Star Student
    600856 ,     0 ,0.3477456844970005  ,-1.4154472302173828 ,-0.6411854273388095 ,-0.340223760917696   ,-0.481075635427032  ,         1 ,1.748632035864558   ,0.3486323575076798  ,0.8843107606705659          ,0.5157062529916648  ,3.0708446177076863e-16 ,0.0195824069706891  ,-0.0918356799809779   ,-0.0576899809503368    ,                    1.0 ,                    0.0 ,                    0.0 ,                        1.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Star Student
    676903 ,     1 ,0.3477456844970005  ,0.3346518877089265  ,-0.6411854273388095 ,-0.340223760917696   ,-0.481075635427032  ,         0 ,0.7475752859140278  ,-0.7744913448472354 ,-0.3769488749965635         ,-0.5193680120248384 ,3.0708446177076863e-16 ,-0.5968911045905371 ,-0.6453066862635406   ,-1.08708380772666      ,                    0.0 ,                    0.0 ,                    1.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              0.0 ,              0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,Ghost Achiever
    274443 ,     1 ,-0.9863027023686698 ,1.2097014466720812  ,1.5595630705885342  ,-0.340223760917696   ,-0.481075635427032  ,         0 ,-0.2534814640365025 ,0.7033030003566002  ,-0.6292008021299894         ,-1.4732599817459298 ,3.0708446177076863e-16 ,0.4847602215553506  ,0.1491590755221305    ,-0.3194943834635576    ,                    1.0 ,                    0.0 ,                    0.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              1.0 ,              0.0 ,Struggling (High Priority)
    689143 ,     1 ,0.3477456844970005  ,                    ,-0.6411854273388095 ,-0.340223760917696   ,0.979777152449264   ,         0 ,-1.254538213987033  ,0.0                 ,0.0                         ,0.4954106791678118  ,-0.7935850828040254    ,-0.8114148540349198 ,-0.7203622563037037   ,-0.5326655919314901    ,                    0.0 ,                    0.0 ,                    1.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            0.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    1.0 ,              0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Disengaged (High Risk)
    692355 ,     0 ,0.3477456844970005  ,0.3346518877089265  ,-0.6411854273388095 ,-0.340223760917696   ,0.979777152449264   ,         0 ,0.7475752859140278  ,1.1005341203473906  ,-0.6292008021299894         ,0.6983664174063419  ,3.0708446177076863e-16 ,-0.0797759611930249 ,0.0506167284625967    ,0.8661570778647869     ,                    0.0 ,                    0.0 ,                    1.0 ,                        0.0 ,           0.0 ,                 0.0 ,                0.0 ,                        0.0 ,            1.0 ,                     0.0 ,                0.0 ,                     0.0 ,         0.0 ,                        0.0 ,                    0.0 ,              1.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,              0.0 ,Star Student
